,lor,lor1,lor2,lor3,lor4,street_id,street,sub_district,zip_code
814,04400727,04,40,07,27,2142,Ilmenauer Straße,Schma,14193
816,04300518,04,30,05,18,2143,Ilsenburger Straße,Charl,10589
817,04200207,04,20,02,07,2164,Im Hornisgrund,Weste,14055
819,04200205,04,20,02,05,2194,Insterburgallee,Weste,14055
821,04200206,04,20,02,06,2194,Insterburgallee,Weste,14055
825,04200311,04,20,03,11,2218,Jafféstraße,Weste,14055
826,04200203,04,20,02,03,2229,Jasminweg,Weste,14052
828,04300622,04,30,06,22,2233,Jebensstraße,Charl,10623
830,04501042,04,50,10,42,2233,Jebensstraße,Charl,10623
831,04501152,04,50,11,52,2234,Jenaer Straße,Wilmd,10717
833,04200203,04,20,02,03,5651,Jesse-Owens-Allee,Weste,14053
834,04500938,04,50,09,38,2239,Joachim-Friedrich-Straße,Halen,10711
836,04500937,04,50,09,37,2239,Joachim-Friedrich-Straße,Halen,10711
840,04501042,04,50,10,42,2241,Joachimsthaler Straße,Charl,10623
842,04501042,04,50,10,42,2241,Joachimsthaler Straße,Charl,10719
844,04501045,04,50,10,45,2241,Joachimsthaler Straße,Wilmd,10719
848,04400726,04,40,07,26,7022,Johannaplatz,Grune,14193
850,04500938,04,50,09,38,2249,Johann-Georg-Straße,Halen,10709
852,04400834,04,40,08,34,2250,Johannisberger Straße,Wilmd,14197
854,04200206,04,20,02,06,2251,Johannisburger Allee,Weste,14055
856,04500938,04,50,09,38,2254,Johann-Sigismund-Straße,Halen,10711
858,04400832,04,40,08,32,10559,Juister Weg,Wilmd,14199
860,05300841,05,30,08,41,2269,Jungfernheideweg,Sieme,13629
862,04100101,04,10,01,01,2269,Jungfernheideweg,CharN,13629
863,05300839,05,30,08,39,2269,Jungfernheideweg,Sieme,13629
864,04501148,04,50,11,48,2286,Kahlstraße,Wilmd,10713
865,04300414,04,30,04,14,2291,Kaiserdamm,Charl,14057
867,04200311,04,20,03,11,2291,Kaiserdamm,Weste,14057
869,04200310,04,20,03,10,2291,Kaiserdamm,Weste,14057
873,04300415,04,30,04,15,2291,Kaiserdamm,Charl,14057
875,04300416,04,30,04,16,2291,Kaiserdamm,Charl,14057
877,04300414,04,30,04,14,2288,Kaiser-Friedrich-Straße,Charl,10585
879,04300416,04,30,04,16,2288,Kaiser-Friedrich-Straße,Charl,10627
881,04300623,04,30,06,23,2288,Kaiser-Friedrich-Straße,Charl,10627
883,04300621,04,30,06,21,2288,Kaiser-Friedrich-Straße,Charl,10585
885,01200518,01,20,05,18,2289,Kaiserin-Augusta-Allee,Moabi,10553
887,01200517,01,20,05,17,2289,Kaiserin-Augusta-Allee,Moabi,10553
889,04300518,04,30,05,18,2289,Kaiserin-Augusta-Allee,Charl,10589
893,04501146,04,50,11,46,2301,Kalischer Straße,Wilmd,10713
895,04501146,04,50,11,46,2302,Kalkhorster Straße,Wilmd,10713
896,04300517,04,30,05,17,2314,Kamminer Straße,Charl,10589
898,04501042,04,50,10,42,2321,Kantstraße,Charl,10623
900,04300622,04,30,06,22,2321,Kantstraße,Charl,10623
902,04300624,04,30,06,24,2321,Kantstraße,Charl,10623
904,04300624,04,30,06,24,2321,Kantstraße,Charl,10625
906,04300623,04,30,06,23,2321,Kantstraße,Charl,10625
908,04300623,04,30,06,23,2321,Kantstraße,Charl,10627
910,04300416,04,30,04,16,2321,Kantstraße,Charl,10627
923,04400727,04,40,07,27,2331,Karlsbader Straße,Schma,14193
925,04500937,04,50,09,37,2335,Karlsruher Straße,Halen,10711
927,04200310,04,20,03,10,7032,Karolingerplatz,Weste,14052
929,04200308,04,20,03,08,2345,Kastanienallee,Weste,14050
931,04200310,04,20,03,10,2345,Kastanienallee,Weste,14050
933,04200310,04,20,03,10,2345,Kastanienallee,Weste,14052
939,04500937,04,50,09,37,2348,Katharinenstraße,Halen,10711
941,04501146,04,50,11,46,2357,Kaubstraße,Wilmd,10713
943,04501045,04,50,10,45,2369,Kelheimer Straße,Wilmd,10777
945,04300517,04,30,05,17,2375,Keplerstraße,Charl,10589
947,04200207,04,20,02,07,2388,Kiefernweg,Weste,14055
949,04200206,04,20,02,06,2403,Kiplingweg,Weste,14055
951,04100102,04,10,01,02,2414,Kirchnerpfad,CharN,13627
953,04400832,04,40,08,32,2416,Kirchstraße,Schma,14199
955,04200308,04,20,03,08,2421,Kirschenallee,Weste,14050
957,04400830,04,40,08,30,7036,Kissinger Platz,Schma,14199
959,04400830,04,40,08,30,2425,Kissinger Straße,Schma,14199
960,04300413,04,30,04,13,7037,Klausenerplatz,Charl,14059
962,04200310,04,20,03,10,2436,Klaus-Groth-Straße,Weste,14050
964,04100102,04,10,01,02,2438,Klausingring,CharN,13627
966,04300518,04,30,05,18,2439,Klaustaler Straße,Charl,10589
968,04400728,04,40,07,28,2460,Klindworthsteig,Grune,14193
970,04400728,04,40,07,28,2479,Knausstraße,Grune,14193
972,04300624,04,30,06,24,2483,Knesebeckstraße,Charl,10623
974,04501041,04,50,10,41,2483,Knesebeckstraße,Charl,10623
976,04501041,04,50,10,41,2483,Knesebeckstraße,Charl,10719
982,04300414,04,30,04,14,2488,Knobelsdorffstraße,Charl,14059
983,04300413,04,30,04,13,2488,Knobelsdorffstraße,Charl,14059
984,04200311,04,20,03,11,2488,Knobelsdorffstraße,Weste,14059
986,04200311,04,20,03,11,2488,Knobelsdorffstraße,Weste,14050
988,04501151,04,50,11,51,2491,Koblenzer Straße,Wilmd,10715
990,04200309,04,20,03,09,2492,Koburgallee,Weste,14052
992,04400726,04,40,07,26,2502,Koenigsallee,Grune,14193
994,04400728,04,40,07,28,2502,Koenigsallee,Grune,14193
996,04400729,04,40,07,29,2502,Koenigsallee,Grune,14193
998,04300622,04,30,06,22,2531,Kohlrauschstraße,Charl,10587
1000,04400832,04,40,08,32,7041,Kolberger Platz,Schma,14199
1002,04400830,04,40,08,30,7041,Kolberger Platz,Schma,14199
1004,04200311,04,20,03,11,2537,Kollatzstraße,Weste,14059
1006,04200311,04,20,03,11,2500,Königin-Elisabeth-Straße,Weste,14059
1008,04400729,04,40,07,29,2506,Königsmarckstraße,Grune,14193
1009,04200207,04,20,02,07,2513,Königsweg,Grune,14193
1010,04501043,04,50,10,43,2549,Konstanzer Straße,Wilmd,10707
1012,04500939,04,50,09,39,2549,Konstanzer Straße,Wilmd,10709
1016,04400830,04,40,08,30,2523,Kösener Straße,Schma,14199
1018,04400832,04,40,08,32,7043,Krampasplatz,Schma,14199
1020,04200206,04,20,02,06,2577,Kranzallee,Weste,14055
1022,04400830,04,40,08,30,2578,Kranzer Straße,Schma,14199
1024,06100103,06,10,01,03,2587,Kreuznacher Straße,Stegl,14197
1025,07300516,07,30,05,16,2587,Kreuznacher Straße,Fried,14197
1026,04400835,04,40,08,35,2587,Kreuznacher Straße,Wilmd,14197
1027,04400728,04,40,07,28,2596,Kronberger Straße,Grune,14193
1029,04400729,04,40,07,29,2596,Kronberger Straße,Grune,14193
1031,04500937,04,50,09,37,2598,Kronprinzendamm,Halen,10711
1033,04300621,04,30,06,21,2609,Krumme Straße,Charl,10585
1035,04300623,04,30,06,23,2609,Krumme Straße,Charl,10627
1039,04300620,04,30,06,20,5703,Kucharskistraße,Charl,10587
1040,04400727,04,40,07,27,2617,Kudowastraße,Schma,14193
1042,07200307,07,20,03,07,6076,Kufsteiner Straße,Schön,10825
1043,04501153,04,50,11,53,6076,Kufsteiner Straße,Wilmd,10825
1044,07200308,07,20,03,08,6076,Kufsteiner Straße,Schön,10825
1045,04200207,04,20,02,07,2621,Kühler Weg,Weste,14055
1047,04501045,04,50,10,45,2633,Kulmbacher Straße,Wilmd,10777
1049,04300415,04,30,04,15,2638,Kuno-Fischer-Straße,Charl,14057
1051,04400726,04,40,07,26,2639,Kunz-Buntschuh-Straße,Grune,14193
1053,04501042,04,50,10,42,2642,Kurfürstendamm,Charl,10719
1055,04501041,04,50,10,41,2642,Kurfürstendamm,Charl,10719
1056,04200308,04,20,03,08,2807,Lindenallee,Weste,14050
1058,04200310,04,20,03,10,2807,Lindenallee,Weste,14050
1062,04300517,04,30,05,17,5134,Lise-Meitner-Straße,Charl,10589
1063,04300518,04,30,05,18,5134,Lise-Meitner-Straße,Charl,10589
1064,04300517,04,30,05,17,5134,Lise-Meitner-Straße,CharN,10589
1065,04300518,04,30,05,18,5134,Lise-Meitner-Straße,CharN,10589
1067,04501151,04,50,11,51,2827,Livländische Straße,Wilmd,10715
1069,04300621,04,30,06,21,2844,Lohmeyerstraße,Charl,10587
1071,04300619,04,30,06,19,2844,Lohmeyerstraße,Charl,10587
1075,04400835,04,40,08,35,2847,Lorcher Straße,Wilmd,14197
1077,04400834,04,40,08,34,2847,Lorcher Straße,Wilmd,14197
1078,04501042,04,50,10,42,7184,Los-Angeles-Platz,Charl,10789
1079,04300619,04,30,06,19,2852,Loschmidtstraße,Charl,10587
1081,04200207,04,20,02,07,2837,Lötzener Allee,Weste,14055
1083,04400729,04,40,07,29,2858,Luchsweg,Schma,14195
1085,04400831,04,40,08,31,2859,Luciusstraße,Schma,14199
1087,04300619,04,30,06,19,2877,Lüdtgeweg,Charl,10587
1089,04400835,04,40,08,35,7062,Ludwig-Barnay-Platz,Wilmd,14197
1091,04501044,04,50,10,44,7063,Ludwigkirchplatz,Wilmd,10719
1093,04501045,04,50,10,45,2864,Ludwigkirchstraße,Wilmd,10719
1095,04501044,04,50,10,44,2864,Ludwigkirchstraße,Wilmd,10719
1099,04300619,04,30,06,19,7066,Luisenplatz,Charl,10585
1100,04500937,04,50,09,37,2881,Lützenstraße,Halen,10711
1102,04200206,04,20,02,06,2899,Lyckallee,Weste,14055
1104,04400726,04,40,07,26,2902,Lynarstraße,Grune,14193
1105,04200203,04,20,02,03,2905,Machandelweg,Weste,14052
1107,04400832,04,40,08,32,10563,Magnolienring,Wilmd,14199
1109,04200207,04,20,02,07,2919,Maikäferpfad,Weste,14055
1111,04501151,04,50,11,51,2921,Mainzer Straße,Wilmd,10715
1113,04501146,04,50,11,46,2933,Mannheimer Straße,Wilmd,10713
1115,04501146,04,50,11,46,2935,Mansfelder Straße,Wilmd,10713
1117,04500939,04,50,09,39,2935,Mansfelder Straße,Wilmd,10709
1119,04200310,04,20,03,10,2940,Marathonallee,Weste,14052
1121,04200309,04,20,03,09,2940,Marathonallee,Weste,14052
1123,04400835,04,40,08,35,2941,Marbacher Straße,Wilmd,14197
1125,04501042,04,50,10,42,2942,Marburger Straße,Charl,10789
1127,04300622,04,30,06,22,2944,Marchstraße,Charl,10587
1129,04300620,04,30,06,20,9234,Margarete-Kühn-Straße,Charl,10587
1130,04400726,04,40,07,26,2949,Margaretenstraße,Grune,14193
1132,04300622,04,30,06,22,2955,Marie-Elisabeth-Lüders-Straße,Charl,10625
1134,04400830,04,40,08,30,2957,Marienbader Straße,Schma,14199
1136,04200207,04,20,02,07,2958,Marienburger Allee,Weste,14055
1138,04500937,04,50,09,37,2970,Markgraf-Albrecht-Straße,Halen,10711
1140,04400835,04,40,08,35,2977,Markobrunner Straße,Wilmd,14197
1142,04200311,04,20,03,11,3004,Masurenallee,Weste,14057
1143,04200310,04,20,03,10,3004,Masurenallee,Weste,14057
1144,04300518,04,30,05,18,2956,Max-Dohrn-Straße,CharN,10589
1146,04501146,04,50,11,46,3017,Maxdorfer Steig,Wilmd,10713
1148,04400831,04,40,08,31,3018,Max-Eyth-Straße,Schma,14195
1150,06400844,06,40,08,44,3018,Max-Eyth-Straße,Dahle,14195
1152,04501148,04,50,11,48,3022,Mecklenburgische Straße,Wilmd,10713
1154,04400830,04,40,08,30,3022,Mecklenburgische Straße,Schma,14197
1156,04400832,04,40,08,32,3022,Mecklenburgische Straße,Schma,14197
1157,04400833,04,40,08,33,3022,Mecklenburgische Straße,Wilmd,14197
1159,04400834,04,40,08,34,3022,Mecklenburgische Straße,Wilmd,14197
1163,04200311,04,20,03,11,3024,Meerscheidtstraße,Weste,14057
1165,04200311,04,20,03,11,3024,Meerscheidtstraße,Weste,14050
1167,04501150,04,50,11,50,3025,Mehlitzstraße,Wilmd,10715
1169,04501045,04,50,10,45,3029,Meierottostraße,Wilmd,10719
1171,04501042,04,50,10,42,3030,Meinekestraße,Charl,10719
1173,04501045,04,50,10,45,3030,Meinekestraße,Wilmd,10719
1177,04200309,04,20,03,09,3031,Meiningenallee,Weste,14052
1179,04400728,04,40,07,28,3045,Menzelstraße,Grune,14193
1181,04200310,04,20,03,10,3055,Merowingerweg,Weste,14052
1183,04200311,04,20,03,11,3060,Messedamm,Weste,14057
1185,04200311,04,20,03,11,3060,Messedamm,Weste,14055
1187,06400844,06,40,08,44,3061,Messelstraße,Dahle,14195
1188,04400831,04,40,08,31,3061,Messelstraße,Schma,14195
1190,04300517,04,30,05,17,7080,Mierendorffplatz,Charl,10589
1191,04300518,04,30,05,18,7080,Mierendorffplatz,Charl,10589
1192,04300518,04,30,05,18,3074,Mierendorffstraße,Charl,10589
1193,04300517,04,30,05,17,3074,Mierendorffstraße,Charl,10589
1194,04200206,04,20,02,06,3079,Miltonweg,Weste,14055
1196,04300517,04,30,05,17,3081,Mindener Straße,Charl,10589
1198,04400831,04,40,08,31,3085,Miquelstraße,Schma,14199
1200,04501045,04,50,10,45,3274,Nürnberger Straße,Wilmd,10789
1202,04501045,04,50,10,45,3274,Nürnberger Straße,Wilmd,10777
1206,07100101,07,10,01,01,3274,Nürnberger Straße,Schön,10789
1208,07100101,07,10,01,01,3274,Nürnberger Straße,Schön,10787
1210,04200308,04,20,03,08,3276,Nußbaumallee,Weste,14050
1212,04400729,04,40,07,29,3283,Oberhaardter Weg,Grune,14193
1214,04400832,04,40,08,32,3300,Oeynhauser Straße,Schma,14199
1216,07300515,07,30,05,15,3302,Offenbacher Straße,Fried,14197
1218,04400835,04,40,08,35,3302,Offenbacher Straße,Wilmd,14197
1222,04300517,04,30,05,17,3312,Olbersstraße,Charl,10589
1224,04200309,04,20,03,09,3310,Oldenburgallee,Weste,14052
1226,04501043,04,50,10,43,7093,Olivaer Platz,Wilmd,10707
1228,04501041,04,50,10,41,7093,Olivaer Platz,Charl,10707
1232,04200309,04,20,03,09,3316,Olympische Straße,Weste,14052
1234,04200205,04,20,02,05,3316,Olympische Straße,Weste,14052
1235,04200203,04,20,02,03,3316,Olympische Straße,Weste,14052
1236,04200203,04,20,02,03,7094,Olympischer Platz,Weste,14053
1238,04400727,04,40,07,27,3329,Orber Straße,Schma,14193
1240,04200206,04,20,02,06,3335,Ortelsburger Allee,Weste,14055
1242,04300517,04,30,05,17,3344,Osnabrücker Straße,Charl,10589
1244,04300620,04,30,06,20,9240,Otto-Dibelius-Straße,Charl,10587
1246,04300622,04,30,06,22,3366,Otto-Suhr-Allee,Charl,10585
1248,04300621,04,30,06,21,3366,Otto-Suhr-Allee,Charl,10585
1249,04500939,04,50,09,39,3376,Paderborner Straße,Wilmd,10709
1251,04501148,04,50,11,48,3397,Paretzer Straße,Wilmd,10713
1253,04501045,04,50,10,45,3398,Pariser Straße,Wilmd,10719
1255,04501044,04,50,10,44,3398,Pariser Straße,Wilmd,10719
1257,04501044,04,50,10,44,3398,Pariser Straße,Wilmd,10707
1259,04501043,04,50,10,43,3398,Pariser Straße,Wilmd,10707
1267,04300620,04,30,06,20,3403,Pascalstraße,Charl,10587
1269,04200205,04,20,02,05,3409,Passenheimer Straße,Weste,14055
1271,04200203,04,20,02,03,3409,Passenheimer Straße,Weste,14055
1273,04200203,04,20,02,03,3409,Passenheimer Straße,Weste,14053
1274,04500938,04,50,09,38,3415,Paulsborner Straße,Wilmd,10709
1276,04500938,04,50,09,38,3415,Paulsborner Straße,Halen,10709
1278,04400727,04,40,07,27,3415,Paulsborner Straße,Schma,14193
1280,04400726,04,40,07,26,3415,Paulsborner Straße,Grune,14193
1284,04500939,04,50,09,39,3415,Paulsborner Straße,Halen,10709
1286,04500939,04,50,09,39,3415,Paulsborner Straße,Wilmd,10709
1288,04300624,04,30,06,24,3433,Pestalozzistraße,Charl,10625
1290,04300623,04,30,06,23,3433,Pestalozzistraße,Charl,10625
1292,04300623,04,30,06,23,3433,Pestalozzistraße,Charl,10627
1294,04300416,04,30,04,16,3433,Pestalozzistraße,Charl,10627
1296,04400830,04,40,08,30,3826,Ruhlaer Straße,Schma,14199
1297,04500939,04,50,09,39,3829,Ruhrstraße,Wilmd,10709
1299,04200308,04,20,03,08,3830,Ruhwaldweg,Weste,14050
1301,04200308,04,20,03,08,3820,Rüsternallee,Weste,14050
1303,04100101,04,10,01,01,3852,Saatwinkler Damm,CharN,13627
1305,04100101,04,10,01,01,3852,Saatwinkler Damm,CharN,13629
1306,05300839,05,30,08,39,3852,Saatwinkler Damm,Sieme,13629
1308,05300840,05,30,08,40,3852,Saatwinkler Damm,Sieme,13629
1309,05300737,05,30,07,37,3852,Saatwinkler Damm,Hasel,13599
1310,04501043,04,50,10,43,3858,Sächsische Straße,Wilmd,10707
1312,04501147,04,50,11,47,3858,Sächsische Straße,Wilmd,10713
1314,04501044,04,50,10,44,3858,Sächsische Straße,Wilmd,10707
1316,04300414,04,30,04,14,3866,Saldernstraße,Charl,14059
1318,04400727,04,40,07,27,3872,Salzbrunner Straße,Schma,14193
1320,04300620,04,30,06,20,3875,Salzufer,Charl,10587
1322,04200203,04,20,02,03,3894,Sarkauer Allee,Weste,14053
1324,04400832,04,40,08,32,3898,Saßnitzer Straße,Schma,14199
1326,04300624,04,30,06,24,7136,Savignyplatz,Charl,10623
1328,04501045,04,50,10,45,3914,Schaperstraße,Wilmd,10719
1330,04200309,04,20,03,09,3924,Schaumburgallee,Weste,14052
1332,04300517,04,30,05,17,3929,Scheinerweg,Charl,10589
1334,04400831,04,40,08,31,3930,Schellendorffstraße,Schma,14199
1336,04200207,04,20,02,07,7926,Schildhorn (Halbinsel),Grune,14193
1338,04300622,04,30,06,22,3948,Schillerstraße,Charl,10625
1340,04300624,04,30,06,24,3948,Schillerstraße,Charl,10625
1342,04300623,04,30,06,23,3948,Schillerstraße,Charl,10625
1344,04300623,04,30,06,23,3948,Schillerstraße,Charl,10627
1345,04300416,04,30,04,16,3948,Schillerstraße,Charl,10627
1353,04300624,04,30,06,24,3948,Schillerstraße,Charl,10623
1354,04400726,04,40,07,26,3954,Schinkelstraße,Grune,14193
1356,04200205,04,20,02,05,3958,Schirwindter Allee,Weste,14055
1357,04200203,04,20,02,03,3958,Schirwindter Allee,Weste,14053
1358,04400833,04,40,08,33,3959,Schlangenbader Straße,Wilmd,14197
1360,04400834,04,40,08,34,3959,Schlangenbader Straße,Wilmd,14197
1362,04400726,04,40,07,26,3963,Schleinitzstraße,Grune,14193
1364,04300620,04,30,06,20,5704,Schlesingerstraße,Charl,10587
1365,04300413,04,30,04,13,3973,Schloßstraße,Charl,14059
1367,04300414,04,30,04,14,3973,Schloßstraße,Charl,14059
1369,04300624,04,30,06,24,3977,Schlüterstraße,Charl,10625
1371,04501041,04,50,10,41,3977,Schlüterstraße,Charl,10629
1373,04501041,04,50,10,41,3977,Schlüterstraße,Charl,10707
1379,04100101,04,10,01,01,3993,Schneppenhorstweg,CharN,13627
1381,04501150,04,50,11,50,7830,Schoelerpark,Wilmd,10715
1383,04501151,04,50,11,51,4025,Schrammstraße,Wilmd,10715
1385,04300621,04,30,06,21,4054,Schustehrusstraße,Charl,10585
1387,04300414,04,30,04,14,4054,Schustehrusstraße,Charl,10585
1389,04100102,04,10,01,02,4062,Schwambzeile,CharN,13627
1391,04100101,04,10,01,01,5565,Schwanenfeldstraße,CharN,13627
1392,04500937,04,50,09,37,4068,Schwarzbacher Straße,Halen,10711
1394,04400728,04,40,07,28,4079,Schwedlerstraße,Grune,14193
1396,04500938,04,50,09,38,4082,Schweidnitzer Straße,Halen,10709
1398,04100101,04,10,01,01,4083,Schweiggerweg,CharN,13627
1400,04400832,04,40,08,32,4084,Schweinfurthstraße,Schma,14195
1402,06400844,06,40,08,44,4084,Schweinfurthstraße,Dahle,14195
1404,04200205,04,20,02,05,4096,Scottweg,Weste,14055
1406,04300413,04,30,04,13,4115,Seelingstraße,Charl,14059
1408,04500939,04,50,09,39,4118,Seesener Straße,Wilmd,10709
1409,04500939,04,50,09,39,4118,Seesener Straße,Halen,10709
1411,04500938,04,50,09,38,4118,Seesener Straße,Halen,10711
1415,04100101,04,10,01,01,4119,Seestraße,CharN,13353
1417,01400938,01,40,09,38,4119,Seestraße,Weddg,13353
1419,01400942,01,40,09,42,4119,Seestraße,Weddg,13353
1421,01401048,01,40,10,48,4119,Seestraße,Weddg,13347
1423,01401049,01,40,10,49,4119,Seestraße,Weddg,13347
1425,01400940,01,40,09,40,4119,Seestraße,Weddg,13347
1427,01400939,01,40,09,39,4119,Seestraße,Weddg,13347
1431,01200517,01,20,05,17,4119,Seestraße,Moabi,13353
1432,04400831,04,40,08,31,4131,Selchowstraße,Schma,14199
1434,04200205,04,20,02,05,4147,Sensburger Allee,Weste,14055
1436,04300623,04,30,06,23,4154,Sesenheimer Straße,Charl,10627
1438,04500939,04,50,09,39,4155,Sesselmannweg,Halen,10709
1440,04200206,04,20,02,06,4153,Shawweg,Weste,14055
1441,01200517,01,20,05,17,4162,Sickingenstraße,Moabi,10553
1443,04300518,04,30,05,18,4162,Sickingenstraße,Charl,10553
1447,01200518,01,20,05,18,4162,Sickingenstraße,Moabi,10553
1449,04400835,04,40,08,35,4165,Siegburger Straße,Wilmd,14197
1451,05300841,05,30,08,41,4172,Siemensdamm,Sieme,13629
1453,05300840,05,30,08,40,4172,Siemensdamm,Sieme,13629
1454,05300840,05,30,08,40,4172,Siemensdamm,Sieme,13627
1456,04100101,04,10,01,01,4172,Siemensdamm,CharN,13627
1457,04501147,04,50,11,47,4180,Sigmaringer Straße,Wilmd,10713
1459,04200310,04,20,03,10,4183,Silingenweg,Weste,14052
1461,04200310,04,20,03,10,4194,Skirenweg,Weste,14052
1463,04400833,04,40,08,33,4197,Sodener Straße,Wilmd,14197
1465,04200207,04,20,02,07,4205,Soldauer Allee,Weste,14055
1467,04200207,04,20,02,07,7148,Soldauer Platz,Weste,14055
1469,04300518,04,30,05,18,4202,Sömmeringstraße,Charl,10589
1471,04200207,04,20,02,07,4223,Sonnenhof,Weste,14055
1473,04200308,04,20,03,08,4226,Soorstraße,Weste,14050
1475,04200310,04,20,03,10,4226,Soorstraße,Weste,14050
1477,04200311,04,20,03,11,4226,Soorstraße,Weste,14057
1479,04200311,04,20,03,11,4226,Soorstraße,Weste,14050
1481,04300412,04,30,04,12,4227,Sophie-Charlotten-Straße,Charl,14059
1483,04300413,04,30,04,13,4227,Sophie-Charlotten-Straße,Charl,14059
1485,04300414,04,30,04,14,4227,Sophie-Charlotten-Straße,Charl,14059
1487,04300415,04,30,04,15,4227,Sophie-Charlotten-Straße,Charl,14057
1488,04400728,04,40,07,28,4415,Taunusstraße,Grune,14193
1490,04300517,04,30,05,17,4418,Tauroggener Straße,Charl,10589
1492,04300517,04,30,05,17,4424,Tegeler Weg,Charl,10589
1494,04300517,04,30,05,17,4424,Tegeler Weg,CharN,10589
1495,04300518,04,30,05,18,4424,Tegeler Weg,CharN,10589
1497,04100102,04,10,01,02,4426,Teichgräberzeile,CharN,13627
1499,04400728,04,40,07,28,4450,Teplitzer Straße,Grune,14193
1500,04400727,04,40,07,27,4450,Teplitzer Straße,Schma,14193
1501,04400729,04,40,07,29,4450,Teplitzer Straße,Grune,14193
1502,04400727,04,40,07,27,4450,Teplitzer Straße,Grune,14193
1503,04100102,04,10,01,02,4452,Terwielsteig,CharN,13627
1505,04200207,04,20,02,07,4459,Teufelsseechaussee,Grune,14193
1507,04200206,04,20,02,06,4458,Teufelsseestraße,Weste,14055
1508,04200207,04,20,02,07,4458,Teufelsseestraße,Weste,14055
1509,04501152,04,50,11,52,4465,Tharandter Straße,Wilmd,10717
1511,04200204,04,20,02,04,4466,Tharauer Allee,Weste,14055
1513,04100101,04,10,01,01,4467,Thaters Privatweg,CharN,13627
1515,04200310,04,20,03,10,7158,Theodor-Heuss-Platz,Weste,14052
1517,04300621,04,30,06,21,4481,Thrasoltstraße,Charl,10585
1519,04200310,04,20,03,10,4482,Thüringerallee,Weste,14052
1521,04100101,04,10,01,01,4511,Toeplerstraße,CharN,13627
1523,04400830,04,40,08,30,4508,Tölzer Straße,Schma,14199
